/* Querying */
Enter output directory name: EffNetB0_90ep-BS16_LR25e-4-LS5e-2-MA-DR30
/* Initializing */
Using device: cuda:0 (NVIDIA GeForce RTX 3050 Ti Laptop GPU)
/* Training */
Epoch 1/90, Training loss: 0.8645, Validation loss: 0.5154, Time: 24.46s, LR: 0.00025
Epoch 2/90, Training loss: 0.4644, Validation loss: 0.3640, Time: 19.95s, LR: 0.00025
Epoch 3/90, Training loss: 0.3926, Validation loss: 0.3591, Time: 20.43s, LR: 0.00025
Epoch 4/90, Training loss: 0.3603, Validation loss: 0.3370, Time: 19.90s, LR: 0.00025
NOTICE: Validation loss is worse than best: 0.3370. In a row: 1
Epoch 5/90, Training loss: 0.3338, Validation loss: 0.3437, Time: 19.91s, LR: 0.00025
NOTICE: Validation loss is worse than best: 0.3370. In a row: 2
Epoch 6/90, Training loss: 0.3426, Validation loss: 0.3441, Time: 20.79s, LR: 0.00025
Epoch 7/90, Training loss: 0.3134, Validation loss: 0.3213, Time: 19.77s, LR: 0.00025
NOTICE: Validation loss is worse than best: 0.3213. In a row: 1
Epoch 8/90, Training loss: 0.3175, Validation loss: 0.3251, Time: 20.44s, LR: 0.00025
Epoch 9/90, Training loss: 0.3127, Validation loss: 0.3139, Time: 19.76s, LR: 0.00025
NOTICE: Validation loss is worse than best: 0.3139. In a row: 1
Epoch 10/90, Training loss: 0.3117, Validation loss: 0.3322, Time: 20.16s, LR: 0.00025
Epoch 11/90, Training loss: 0.2976, Validation loss: 0.3033, Time: 20.25s, LR: 0.00025
NOTICE: Validation loss is worse than best: 0.3033. In a row: 1
Epoch 12/90, Training loss: 0.2940, Validation loss: 0.3160, Time: 19.84s, LR: 0.00025
NOTICE: Validation loss is worse than best: 0.3033. In a row: 2
Epoch 13/90, Training loss: 0.2897, Validation loss: 0.3095, Time: 20.32s, LR: 0.00025
NOTICE: Validation loss is worse than best: 0.3033. In a row: 3
Epoch 14/90, Training loss: 0.2878, Validation loss: 0.3088, Time: 21.22s, LR: 0.000125
NOTICE: Validation loss is worse than best: 0.3033. In a row: 4
Epoch 15/90, Training loss: 0.2817, Validation loss: 0.3075, Time: 21.31s, LR: 0.000125
Epoch 16/90, Training loss: 0.2760, Validation loss: 0.2999, Time: 21.57s, LR: 0.000125
NOTICE: Validation loss is worse than best: 0.2999. In a row: 1
Epoch 17/90, Training loss: 0.2723, Validation loss: 0.3001, Time: 20.86s, LR: 0.000125
Epoch 18/90, Training loss: 0.2759, Validation loss: 0.2908, Time: 19.78s, LR: 0.000125
Epoch 19/90, Training loss: 0.2721, Validation loss: 0.2897, Time: 20.28s, LR: 0.000125
NOTICE: Validation loss is worse than best: 0.2897. In a row: 1
Epoch 20/90, Training loss: 0.2735, Validation loss: 0.2950, Time: 20.17s, LR: 0.000125
NOTICE: Validation loss is worse than best: 0.2897. In a row: 2
Epoch 21/90, Training loss: 0.2726, Validation loss: 0.2996, Time: 20.30s, LR: 0.000125
NOTICE: Validation loss is worse than best: 0.2897. In a row: 3
Epoch 22/90, Training loss: 0.2724, Validation loss: 0.2902, Time: 20.79s, LR: 6.25e-05
Epoch 23/90, Training loss: 0.2716, Validation loss: 0.2831, Time: 19.87s, LR: 6.25e-05
NOTICE: Validation loss is worse than best: 0.2831. In a row: 1
Epoch 24/90, Training loss: 0.2799, Validation loss: 0.2910, Time: 19.91s, LR: 6.25e-05
NOTICE: Validation loss is worse than best: 0.2831. In a row: 2
Epoch 25/90, Training loss: 0.2722, Validation loss: 0.2882, Time: 20.00s, LR: 6.25e-05
NOTICE: Validation loss is worse than best: 0.2831. In a row: 3
Epoch 26/90, Training loss: 0.2682, Validation loss: 0.2857, Time: 20.13s, LR: 3.125e-05
NOTICE: Validation loss is worse than best: 0.2831. In a row: 4
Epoch 27/90, Training loss: 0.2682, Validation loss: 0.2855, Time: 20.00s, LR: 3.125e-05
Epoch 28/90, Training loss: 0.2767, Validation loss: 0.2813, Time: 21.03s, LR: 3.125e-05
NOTICE: Validation loss is worse than best: 0.2813. In a row: 1
Epoch 29/90, Training loss: 0.2666, Validation loss: 0.2873, Time: 21.20s, LR: 3.125e-05
NOTICE: Validation loss is worse than best: 0.2813. In a row: 2
Epoch 30/90, Training loss: 0.2669, Validation loss: 0.2903, Time: 20.59s, LR: 3.125e-05
NOTICE: Validation loss is worse than best: 0.2813. In a row: 3
Epoch 31/90, Training loss: 0.2668, Validation loss: 0.2884, Time: 19.73s, LR: 1.5625e-05
NOTICE: Validation loss is worse than best: 0.2813. In a row: 4
Epoch 32/90, Training loss: 0.2639, Validation loss: 0.2877, Time: 20.36s, LR: 1.5625e-05
NOTICE: Validation loss is worse than best: 0.2813. In a row: 5
Epoch 33/90, Training loss: 0.2652, Validation loss: 0.2942, Time: 19.65s, LR: 1.5625e-05
NOTICE: Validation loss is worse than best: 0.2813. In a row: 6
